dependents,education,employment,annual_income,loan_amount,loan_term,cibil_score,loan_status
4, Not Graduate, No,2800000,10800000,2,841, Approved
0, Graduate, Yes,5400000,21400000,8,721, Approved
5, Graduate, No,3100000,9400000,10,414, Rejected
5, Not Graduate, No,4800000,15500000,10,812, Approved
1, Not Graduate, No,8800000,17500000,20,832, Approved
2, Graduate, No,4100000,14900000,12,571, Approved
5, Not Graduate, No,9700000,37000000,14,459, Rejected
2, Graduate, Yes,6400000,24100000,6,592, Approved
5, Graduate, No,3400000,13100000,20,527, Rejected
4, Not Graduate, No,3500000,10200000,12,333, Rejected
3, Not Graduate, No,3200000,10000000,18,532, Rejected
2, Graduate, Yes,4900000,13100000,18,754, Approved
0, Graduate, Yes,1300000,4800000,4,835, Rejected
4, Graduate, No,2500000,5400000,10,592, Approved
0, Graduate, No,7500000,27300000,20,553, Approved
2, Graduate, No,700000,2000000,8,806, Approved
4, Graduate, Yes,8200000,28500000,2,378, Approved
1, Not Graduate, No,6900000,26200000,4,534, Approved
1, Not Graduate, Yes,1500000,5900000,16,400, Rejected
3, Graduate, No,6300000,18300000,18,543, Rejected
0, Not Graduate, Yes,8800000,25600000,10,715, Approved
4, Graduate, Yes,8900000,20700000,6,684, Approved
3, Not Graduate, Yes,2100000,6100000,8,346, Rejected
1, Graduate, Yes,9200000,29200000,6,669, Approved
2, Not Graduate, No,3600000,8000000,12,566, Approved
0, Not Graduate, Yes,8600000,23600000,2,361, Rejected
5, Graduate, No,3000000,8000000,6,333, Rejected
3, Not Graduate, Yes,5200000,16300000,8,335, Rejected
3, Graduate, Yes,7200000,20400000,10,558, Approved
1, Not Graduate, Yes,4000000,15600000,12,436, Rejected
1, Not Graduate, No,2400000,5200000,2,371, Rejected
2, Not Graduate, Yes,5500000,18400000,10,515, Rejected
0, Not Graduate, Yes,9000000,24300000,10,599, Approved
0, Not Graduate, Yes,7900000,24000000,20,728, Approved
2, Not Graduate, Yes,6200000,21600000,20,679, Approved
3, Graduate, Yes,7900000,29200000,4,399, Approved
3, Not Graduate, No,1200000,4500000,6,819, Approved
1, Graduate, No,4700000,11700000,6,308, Rejected
5, Graduate, Yes,5900000,15600000,2,730, Approved
4, Not Graduate, Yes,1400000,5100000,14,312, Rejected
3, Not Graduate, Yes,4700000,12800000,16,740, Approved
5, Graduate, Yes,7600000,20000000,10,522, Rejected
4, Graduate, No,7200000,16900000,4,702, Approved
4, Not Graduate, Yes,1400000,4300000,16,447, Rejected
5, Graduate, No,1400000,2900000,4,829, Approved
2, Graduate, No,7900000,18500000,18,727, Approved
5, Not Graduate, Yes,7600000,18700000,14,509, Rejected
3, Graduate, Yes,9600000,34200000,2,745, Approved
1, Not Graduate, No,2300000,6600000,18,513, Rejected
2, Not Graduate, No,8100000,18500000,6,372, Rejected
2, Graduate, Yes,300000,700000,4,411, Rejected
4, Graduate, No,4700000,10800000,20,495, Rejected
5, Not Graduate, No,1100000,2500000,4,827, Approved
4, Not Graduate, No,8600000,25100000,6,820, Approved
5, Graduate, Yes,8700000,28100000,10,660, Approved
0, Not Graduate, No,2200000,8600000,4,563, Approved
1, Not Graduate, Yes,500000,1400000,10,883, Approved
0, Not Graduate, Yes,9100000,22000000,12,387, Rejected
1, Graduate, No,2200000,8700000,12,613, Approved
0, Not Graduate, Yes,2200000,8000000,14,335, Rejected
1, Graduate, Yes,9600000,34500000,2,795, Approved
1, Graduate, Yes,6500000,13900000,8,369, Rejected
4, Graduate, Yes,2400000,7400000,18,888, Approved
4, Not Graduate, No,5500000,12300000,6,742, Approved
0, Graduate, No,5000000,14400000,4,874, Approved
1, Graduate, No,2700000,8100000,16,691, Approved
3, Not Graduate, Yes,8500000,30300000,12,762, Approved
1, Graduate, No,4400000,10700000,18,324, Rejected
4, Not Graduate, No,500000,1800000,20,777, Approved
0, Graduate, No,8300000,21400000,2,662, Approved
2, Not Graduate, Yes,6000000,13000000,12,462, Rejected
3, Not Graduate, Yes,4000000,10400000,14,609, Approved
5, Graduate, Yes,4400000,11700000,20,590, Approved
3, Graduate, Yes,4400000,15800000,18,779, Approved
2, Graduate, Yes,1900000,5000000,14,641, Approved
0, Graduate, Yes,5000000,18400000,12,752, Approved
0, Graduate, No,8000000,23700000,10,305, Rejected
4, Not Graduate, No,8200000,20700000,10,546, Rejected
2, Graduate, No,7000000,24200000,8,833, Approved
2, Not Graduate, No,2400000,8800000,18,421, Rejected
5, Graduate, No,6600000,18800000,4,639, Approved
3, Graduate, No,3200000,6900000,20,735, Approved
0, Not Graduate, Yes,2600000,5400000,2,377, Rejected
3, Not Graduate, No,6900000,15600000,20,310, Rejected
4, Graduate, No,4800000,14000000,2,695, Approved
1, Not Graduate, Yes,300000,1200000,4,355, Approved
1, Not Graduate, Yes,4300000,14100000,12,525, Rejected
5, Not Graduate, No,700000,2400000,20,330, Rejected
5, Graduate, No,9400000,25800000,14,625, Approved
3, Not Graduate, Yes,800000,2900000,10,644, Approved
5, Not Graduate, No,4400000,14900000,4,865, Approved
1, Graduate, Yes,4700000,14800000,6,661, Approved
2, Not Graduate, No,2300000,5000000,8,884, Approved
5, Graduate, Yes,8500000,26700000,10,803, Approved
2, Graduate, No,7600000,28300000,12,800, Approved
2, Graduate, No,3200000,12600000,18,796, Approved
4, Not Graduate, No,2400000,5000000,4,716, Approved
0, Graduate, Yes,500000,1100000,18,479, Rejected
3, Not Graduate, Yes,8500000,28300000,2,810, Approved
0, Graduate, Yes,8900000,20900000,18,568, Approved
0, Graduate, No,2800000,5600000,8,842, Approved
3, Not Graduate, Yes,2900000,7000000,4,806, Approved
1, Graduate, Yes,4900000,17700000,8,722, Approved
5, Not Graduate, No,9600000,20700000,14,442, Rejected
3, Graduate, Yes,3300000,9800000,6,360, Rejected
3, Not Graduate, No,2800000,5900000,4,461, Rejected
2, Graduate, No,7800000,22200000,10,735, Approved
4, Graduate, Yes,2500000,8400000,12,761, Approved
0, Graduate, No,4400000,10600000,20,653, Approved
0, Not Graduate, No,7900000,30800000,4,726, Approved
1, Graduate, No,8900000,22600000,18,617, Approved
0, Graduate, No,5600000,13400000,2,460, Rejected
1, Not Graduate, No,1400000,3300000,8,306, Rejected
5, Graduate, Yes,500000,1400000,4,471, Rejected
1, Graduate, Yes,5100000,15300000,4,628, Approved
3, Graduate, No,9800000,25600000,10,404, Rejected
2, Graduate, Yes,8600000,21600000,16,804, Approved
3, Not Graduate, No,1600000,3900000,20,804, Approved
1, Not Graduate, Yes,2500000,6700000,2,502, Rejected
0, Graduate, No,9500000,22600000,6,861, Approved
2, Not Graduate, Yes,3000000,7800000,14,555, Approved
0, Not Graduate, No,5100000,13600000,18,351, Rejected
2, Not Graduate, Yes,7600000,23600000,6,358, Rejected
5, Graduate, No,8800000,18800000,14,836, Approved
4, Not Graduate, Yes,1100000,2900000,4,554, Approved
3, Graduate, No,8700000,30500000,2,443, Approved
5, Not Graduate, No,6100000,23600000,4,725, Approved
2, Not Graduate, Yes,1900000,7000000,14,818, Approved
1, Not Graduate, No,9900000,38700000,6,670, Approved
0, Graduate, No,5800000,21100000,6,414, Rejected
2, Not Graduate, Yes,9500000,37000000,8,887, Approved
3, Graduate, Yes,7900000,26600000,12,409, Rejected
1, Not Graduate, Yes,1300000,4500000,14,679, Approved
4, Graduate, Yes,700000,2600000,18,478, Rejected
3, Graduate, No,600000,1200000,2,752, Approved
0, Graduate, No,9400000,33000000,4,616, Approved
2, Not Graduate, Yes,3800000,12500000,14,842, Approved
3, Graduate, Yes,7800000,26300000,20,840, Approved
3, Graduate, Yes,7800000,27700000,6,430, Rejected
4, Not Graduate, No,2700000,7000000,4,351, Rejected
5, Not Graduate, No,600000,2300000,4,347, Rejected
3, Not Graduate, Yes,8000000,28800000,10,576, Approved
0, Not Graduate, Yes,4000000,11000000,8,799, Approved
1, Not Graduate, Yes,3300000,10800000,2,550, Approved
2, Graduate, No,5800000,13300000,4,878, Approved
3, Graduate, Yes,2400000,4800000,12,895, Approved
4, Not Graduate, No,7600000,29700000,6,603, Approved
2, Not Graduate, Yes,2500000,6900000,12,325, Rejected
2, Graduate, No,3300000,11800000,4,393, Approved
3, Graduate, No,9800000,30300000,2,612, Approved
0, Graduate, Yes,1000000,3800000,8,553, Approved
0, Not Graduate, Yes,2500000,8800000,14,389, Rejected
0, Graduate, No,1900000,6800000,4,782, Approved
3, Graduate, No,3100000,8500000,12,493, Rejected
5, Graduate, Yes,6000000,11900000,2,629, Approved
5, Not Graduate, No,6500000,21600000,10,419, Rejected
2, Not Graduate, Yes,5900000,15800000,2,444, Rejected
5, Not Graduate, Yes,6500000,15800000,16,301, Rejected
0, Graduate, Yes,3800000,11200000,20,479, Rejected
3, Not Graduate, Yes,3000000,11400000,10,424, Rejected
0, Graduate, No,4300000,16900000,18,469, Rejected
4, Not Graduate, Yes,3500000,8300000,2,897, Approved
3, Not Graduate, No,300000,500000,2,477, Rejected
3, Not Graduate, Yes,600000,1400000,16,509, Rejected
0, Graduate, Yes,800000,1700000,4,752, Approved
0, Not Graduate, Yes,5600000,19100000,14,875, Approved
2, Not Graduate, Yes,1800000,3600000,4,343, Rejected
0, Graduate, No,6800000,20800000,20,819, Approved
2, Graduate, Yes,4200000,16800000,2,433, Approved
1, Not Graduate, Yes,200000,400000,6,768, Approved
2, Graduate, Yes,8500000,31800000,6,714, Approved
2, Not Graduate, Yes,2800000,10100000,16,531, Rejected
0, Graduate, Yes,3600000,8600000,6,529, Rejected
1, Not Graduate, No,6200000,19500000,20,448, Rejected
1, Graduate, No,2700000,10000000,2,584, Approved
1, Graduate, No,6800000,22900000,4,501, Approved
2, Not Graduate, No,6300000,24500000,18,848, Approved
4, Not Graduate, No,8800000,19100000,6,586, Approved
1, Graduate, No,5900000,13000000,2,386, Rejected
5, Not Graduate, Yes,9800000,37900000,18,301, Rejected
2, Graduate, No,3300000,8300000,6,653, Approved
4, Graduate, Yes,300000,500000,14,448, Rejected
1, Not Graduate, Yes,4800000,11600000,16,696, Approved
1, Graduate, No,7500000,28300000,16,707, Approved
2, Not Graduate, No,8600000,21700000,4,429, Rejected
4, Not Graduate, No,8900000,21100000,6,631, Approved
5, Not Graduate, Yes,9600000,29600000,4,446, Approved
0, Graduate, Yes,7700000,18100000,18,705, Approved
3, Not Graduate, Yes,7000000,15200000,2,709, Approved
4, Not Graduate, Yes,7800000,19500000,14,739, Approved
3, Graduate, No,5100000,11000000,6,336, Rejected
4, Graduate, No,9400000,32600000,4,898, Approved
4, Not Graduate, Yes,600000,2100000,6,558, Approved
3, Graduate, No,5100000,13300000,4,589, Approved
2, Graduate, Yes,3800000,14400000,2,301, Rejected
2, Not Graduate, Yes,5300000,21200000,14,516, Rejected
5, Not Graduate, No,1100000,3600000,12,315, Rejected
3, Not Graduate, No,6400000,14400000,10,546, Rejected
0, Not Graduate, Yes,5100000,14500000,14,559, Approved
3, Graduate, Yes,5300000,16900000,2,350, Approved
1, Graduate, No,6700000,18700000,8,583, Approved
2, Not Graduate, No,4000000,9400000,8,874, Approved
2, Not Graduate, Yes,3900000,11600000,8,808, Approved
1, Graduate, Yes,1600000,4900000,16,487, Rejected
3, Graduate, No,2700000,7800000,14,870, Approved
3, Graduate, No,1400000,3800000,8,840, Approved
4, Not Graduate, Yes,8000000,19200000,18,682, Approved
3, Graduate, Yes,8200000,28900000,10,668, Approved
5, Graduate, Yes,4800000,10300000,8,781, Approved
4, Graduate, No,8100000,19000000,6,375, Rejected
4, Not Graduate, No,5900000,14900000,14,857, Approved
5, Graduate, Yes,8100000,32100000,6,823, Approved
0, Graduate, No,1400000,5000000,8,686, Approved
1, Graduate, No,1600000,6300000,2,721, Approved
4, Graduate, No,4600000,9400000,18,545, Rejected
1, Not Graduate, No,2900000,8900000,6,523, Rejected
2, Graduate, Yes,8600000,24900000,20,607, Approved
4, Not Graduate, No,3800000,14900000,20,428, Rejected
0, Not Graduate, No,8200000,20300000,4,666, Approved
3, Graduate, No,3200000,10100000,20,704, Approved
0, Not Graduate, Yes,8100000,23800000,10,794, Approved
1, Graduate, Yes,9800000,23300000,12,430, Rejected
0, Not Graduate, No,200000,500000,20,615, Approved
0, Not Graduate, No,6600000,14100000,20,360, Rejected
0, Not Graduate, No,9100000,18300000,14,458, Rejected
2, Not Graduate, No,5500000,20400000,12,887, Approved
4, Not Graduate, No,7200000,27400000,8,735, Approved
1, Not Graduate, No,2400000,5600000,16,379, Rejected
4, Graduate, No,9600000,25500000,20,544, Rejected
1, Graduate, Yes,5800000,16700000,12,721, Approved
4, Not Graduate, No,2300000,6000000,8,676, Approved
1, Not Graduate, No,300000,1200000,4,342, Approved
0, Not Graduate, No,9900000,27000000,16,566, Approved
2, Not Graduate, No,3500000,14000000,2,355, Approved
2, Graduate, No,4800000,18500000,20,605, Approved
2, Not Graduate, No,1600000,5200000,16,525, Rejected
5, Graduate, Yes,800000,2500000,12,403, Rejected
1, Graduate, Yes,9000000,33500000,18,727, Approved
1, Graduate, No,8300000,28900000,12,529, Rejected
4, Graduate, No,2800000,6100000,18,415, Rejected
1, Graduate, Yes,6400000,17300000,10,879, Approved
2, Not Graduate, Yes,6000000,12600000,16,649, Approved
0, Graduate, No,2900000,9800000,16,395, Rejected
0, Graduate, No,6500000,24100000,20,488, Rejected
1, Graduate, Yes,200000,400000,8,569, Approved
1, Not Graduate, No,8400000,24600000,14,817, Approved
1, Graduate, Yes,6100000,17800000,20,706, Approved
2, Graduate, Yes,8000000,31200000,8,553, Approved
5, Not Graduate, Yes,900000,1800000,14,464, Rejected
2, Graduate, No,7300000,20000000,6,729, Approved
4, Not Graduate, Yes,3700000,7400000,12,363, Rejected
2, Graduate, No,5200000,17200000,12,565, Approved
1, Graduate, No,7200000,21000000,14,421, Rejected
0, Not Graduate, Yes,9400000,34200000,10,512, Rejected
3, Not Graduate, Yes,3400000,12400000,2,730, Approved
0, Graduate, No,600000,2300000,8,627, Approved
0, Not Graduate, Yes,3300000,10000000,16,434, Rejected
2, Graduate, Yes,5900000,14300000,2,410, Rejected
3, Not Graduate, No,1300000,3600000,16,624, Approved
4, Graduate, Yes,5700000,16900000,4,656, Approved
2, Not Graduate, No,7700000,27300000,16,758, Approved
4, Not Graduate, Yes,7000000,23500000,18,336, Rejected
5, Graduate, No,8100000,21900000,18,378, Rejected
1, Graduate, Yes,1900000,4200000,4,620, Approved
2, Graduate, No,4500000,9100000,18,593, Approved
0, Not Graduate, Yes,9600000,34000000,12,710, Approved
1, Not Graduate, Yes,5400000,20700000,8,753, Approved
1, Not Graduate, Yes,7800000,27200000,16,454, Rejected
1, Graduate, Yes,8200000,19100000,8,619, Approved
2, Graduate, No,8900000,28500000,6,367, Rejected
1, Graduate, No,1400000,3100000,20,384, Rejected
2, Graduate, No,1700000,5900000,16,610, Approved
0, Graduate, No,5300000,19500000,12,802, Approved
3, Graduate, No,6500000,25200000,10,858, Approved
2, Graduate, No,5900000,14000000,8,599, Approved
4, Graduate, Yes,9800000,27000000,2,395, Rejected
3, Graduate, Yes,7700000,16200000,6,380, Rejected
1, Graduate, No,7900000,27100000,10,803, Approved
4, Graduate, No,3500000,8900000,20,809, Approved
4, Not Graduate, No,2400000,6600000,2,722, Approved
5, Graduate, No,9900000,35700000,10,392, Rejected
0, Graduate, No,3900000,14500000,8,545, Rejected
2, Not Graduate, Yes,7300000,28500000,10,799, Approved
0, Graduate, Yes,6400000,21900000,12,727, Approved
4, Graduate, No,7100000,19800000,18,530, Rejected
2, Not Graduate, No,8800000,19000000,14,637, Approved
5, Graduate, No,7400000,21000000,4,561, Approved
2, Not Graduate, No,4400000,12000000,20,421, Rejected
3, Graduate, Yes,8600000,30300000,14,459, Rejected
3, Not Graduate, No,6900000,26000000,14,828, Approved
4, Graduate, No,9600000,27500000,20,679, Approved
2, Graduate, Yes,8100000,25700000,8,455, Rejected
0, Not Graduate, No,2600000,9400000,18,879, Approved
3, Graduate, Yes,9300000,26100000,14,636, Approved
2, Not Graduate, Yes,2100000,5600000,16,426, Rejected
4, Not Graduate, Yes,9000000,21500000,14,508, Rejected
3, Not Graduate, Yes,7000000,19200000,4,768, Approved
3, Not Graduate, No,2200000,6400000,20,667, Approved
5, Graduate, Yes,7500000,28200000,2,440, Approved
1, Graduate, Yes,8300000,16800000,2,366, Rejected
2, Not Graduate, No,300000,600000,2,383, Rejected
0, Not Graduate, Yes,300000,800000,4,603, Approved
3, Graduate, No,3900000,14900000,4,728, Approved
0, Not Graduate, No,6600000,20300000,6,549, Rejected
0, Graduate, No,4100000,10700000,8,855, Approved
5, Graduate, Yes,1800000,5300000,12,461, Rejected
3, Not Graduate, Yes,7000000,16100000,16,379, Rejected
2, Not Graduate, Yes,5100000,13700000,6,559, Approved
1, Not Graduate, Yes,300000,600000,8,816, Approved
4, Not Graduate, Yes,4300000,11400000,2,560, Approved
0, Graduate, Yes,3200000,12000000,14,645, Approved
4, Not Graduate, Yes,4200000,11500000,6,551, Approved
0, Not Graduate, Yes,9600000,22900000,8,515, Rejected
4, Graduate, No,1300000,3600000,10,657, Approved
3, Not Graduate, No,2400000,9300000,2,682, Approved
0, Graduate, No,600000,1600000,10,588, Approved
5, Graduate, Yes,9600000,38000000,10,359, Rejected
0, Graduate, No,400000,1200000,4,766, Approved
4, Graduate, No,5900000,19900000,14,469, Rejected
0, Graduate, Yes,700000,1400000,10,618, Approved
0, Not Graduate, Yes,8600000,17700000,20,711, Approved
0, Graduate, Yes,9000000,34000000,4,549, Approved
3, Graduate, Yes,5100000,20400000,6,754, Approved
4, Not Graduate, Yes,500000,1500000,6,461, Rejected
2, Graduate, No,1600000,3800000,10,837, Approved
0, Graduate, Yes,9800000,23900000,14,459, Rejected
4, Graduate, No,7800000,29700000,20,614, Approved
4, Not Graduate, No,6500000,24000000,16,373, Rejected
5, Graduate, Yes,7500000,26500000,12,512, Rejected
4, Graduate, Yes,8900000,23400000,18,781, Approved
4, Graduate, Yes,1800000,5800000,14,305, Rejected
1, Not Graduate, Yes,7600000,27800000,6,447, Rejected
4, Graduate, Yes,1200000,4600000,6,757, Approved
5, Graduate, Yes,2700000,10400000,2,723, Approved
1, Not Graduate, Yes,4600000,10900000,12,463, Rejected
2, Not Graduate, No,6900000,18700000,10,699, Approved
4, Graduate, Yes,8400000,25200000,2,308, Approved
0, Graduate, No,300000,500000,18,702, Approved
2, Not Graduate, Yes,9500000,37500000,4,456, Approved
3, Graduate, Yes,1900000,5900000,8,651, Approved
3, Not Graduate, No,4200000,14500000,20,840, Approved
4, Graduate, Yes,2200000,7900000,18,848, Approved
5, Graduate, Yes,7100000,19700000,4,727, Approved
4, Graduate, No,3500000,11600000,10,335, Rejected
5, Not Graduate, No,400000,800000,18,304, Rejected
2, Graduate, Yes,8800000,34400000,2,712, Approved
0, Not Graduate, No,1800000,6600000,10,737, Approved
1, Graduate, Yes,7600000,29300000,14,690, Approved
1, Graduate, Yes,1000000,3200000,4,888, Approved
2, Not Graduate, Yes,8200000,27200000,10,839, Approved
5, Not Graduate, Yes,3600000,12400000,8,333, Rejected
5, Graduate, No,9400000,23700000,18,862, Approved
5, Not Graduate, No,2600000,9100000,4,309, Approved
5, Not Graduate, No,9500000,30700000,10,823, Approved
0, Graduate, Yes,3500000,11700000,14,649, Approved
5, Not Graduate, Yes,9800000,35700000,10,726, Approved
4, Graduate, No,800000,3100000,18,712, Approved
0, Not Graduate, No,9700000,37300000,20,701, Approved
3, Graduate, No,6200000,21300000,12,655, Approved
1, Not Graduate, Yes,4400000,16600000,18,385, Rejected
2, Graduate, No,1800000,3800000,4,777, Approved
3, Graduate, No,1700000,5300000,14,696, Approved
3, Graduate, No,3900000,14100000,16,496, Rejected
2, Graduate, Yes,2200000,7900000,6,659, Approved
3, Not Graduate, Yes,6300000,17700000,2,542, Rejected
2, Not Graduate, No,2200000,8700000,18,729, Approved
1, Graduate, No,8100000,28400000,6,744, Approved
4, Not Graduate, No,6800000,17000000,2,749, Approved
0, Graduate, No,4700000,14800000,20,755, Approved
3, Graduate, Yes,2200000,5300000,2,506, Rejected
3, Graduate, Yes,3500000,13000000,6,391, Rejected
1, Not Graduate, Yes,3500000,11600000,10,898, Approved
5, Not Graduate, No,500000,1500000,12,527, Rejected
5, Not Graduate, No,9900000,35800000,20,470, Rejected
1, Graduate, No,8400000,25000000,12,694, Approved
1, Graduate, No,5000000,18800000,14,325, Rejected
4, Not Graduate, Yes,5500000,13400000,10,880, Approved
5, Graduate, Yes,3000000,11900000,14,459, Rejected
3, Not Graduate, Yes,9400000,21400000,10,323, Rejected
4, Graduate, No,7600000,29000000,8,739, Approved
0, Not Graduate, Yes,5500000,16300000,10,724, Approved
1, Graduate, No,3100000,7400000,18,487, Rejected
3, Graduate, No,7700000,27700000,4,439, Approved
2, Graduate, No,9800000,25400000,2,655, Approved
3, Not Graduate, No,3200000,9200000,14,443, Rejected
2, Graduate, No,700000,2600000,20,489, Rejected
4, Not Graduate, Yes,3100000,8600000,14,427, Rejected
0, Graduate, Yes,4500000,10500000,20,417, Rejected
5, Not Graduate, Yes,8900000,24800000,18,842, Approved
3, Not Graduate, No,5900000,23200000,2,307, Approved
2, Not Graduate, No,1500000,4500000,18,428, Rejected
4, Not Graduate, Yes,6300000,15200000,16,415, Rejected
3, Not Graduate, Yes,6500000,18200000,20,405, Rejected
4, Graduate, No,8000000,31500000,18,683, Approved
1, Graduate, Yes,3300000,10600000,14,742, Approved
4, Not Graduate, No,3900000,10000000,10,530, Rejected
3, Graduate, No,1600000,3500000,10,844, Approved
2, Not Graduate, Yes,3900000,13900000,18,715, Approved
3, Graduate, Yes,8000000,26300000,12,476, Rejected
2, Graduate, No,2200000,4800000,6,721, Approved
4, Not Graduate, No,7600000,30300000,12,339, Rejected
5, Not Graduate, Yes,2700000,6800000,6,461, Rejected
2, Graduate, Yes,6300000,23200000,12,556, Approved
3, Not Graduate, No,7700000,18700000,8,483, Rejected
2, Graduate, No,4500000,17200000,18,406, Rejected
2, Graduate, Yes,9400000,24800000,14,513, Rejected
0, Not Graduate, No,4600000,12600000,16,574, Approved
0, Graduate, Yes,5200000,15700000,6,692, Approved
5, Graduate, Yes,8000000,29800000,18,867, Approved
1, Not Graduate, Yes,9900000,38500000,2,875, Approved
4, Graduate, Yes,8500000,18600000,10,597, Approved
2, Graduate, Yes,4900000,12000000,20,513, Rejected
3, Graduate, Yes,7000000,24200000,2,354, Approved
2, Not Graduate, No,9600000,25900000,18,647, Approved
1, Graduate, No,9700000,23700000,6,875, Approved
1, Graduate, No,6200000,14300000,20,819, Approved
4, Not Graduate, Yes,4100000,9600000,10,521, Rejected
0, Graduate, Yes,6100000,19900000,20,761, Approved
0, Graduate, No,700000,1900000,18,572, Approved
3, Graduate, No,6400000,24100000,12,571, Approved
4, Graduate, Yes,3800000,7800000,20,891, Approved
1, Not Graduate, No,4900000,14800000,12,895, Approved
2, Graduate, No,2100000,6600000,20,580, Approved
2, Graduate, No,6200000,23400000,8,605, Approved
4, Not Graduate, No,1600000,5100000,8,705, Approved
1, Not Graduate, Yes,1300000,5000000,20,423, Rejected
5, Not Graduate, Yes,7300000,22500000,2,846, Approved
2, Not Graduate, No,2100000,5000000,4,542, Rejected
5, Not Graduate, No,600000,2400000,18,631, Approved
4, Graduate, No,7000000,24500000,18,318, Rejected
1, Not Graduate, Yes,3000000,6800000,10,541, Rejected
1, Graduate, No,900000,2900000,20,782, Approved
2, Graduate, No,9600000,35000000,2,888, Approved
0, Graduate, No,1500000,3600000,14,747, Approved
0, Graduate, Yes,5000000,18900000,6,641, Approved
3, Graduate, Yes,500000,1700000,4,640, Approved
4, Not Graduate, No,7600000,28100000,12,324, Rejected
4, Graduate, No,5500000,21200000,20,359, Rejected
0, Not Graduate, Yes,6600000,23300000,12,338, Rejected
0, Graduate, No,1400000,3200000,14,384, Rejected
5, Not Graduate, Yes,8800000,26600000,16,545, Rejected
5, Not Graduate, No,6200000,24200000,18,610, Approved
2, Graduate, Yes,8300000,27900000,18,840, Approved
3, Not Graduate, No,2400000,8100000,6,630, Approved
1, Graduate, No,9100000,31200000,4,508, Approved
0, Not Graduate, Yes,9500000,34900000,4,535, Approved
1, Graduate, No,1200000,3400000,20,717, Approved
2, Graduate, Yes,7700000,19300000,8,735, Approved
5, Graduate, Yes,7800000,22000000,20,528, Rejected
0, Graduate, Yes,9400000,20000000,4,350, Rejected
0, Not Graduate, No,1700000,5700000,12,422, Rejected
5, Graduate, No,4000000,13700000,6,496, Rejected
4, Not Graduate, No,4200000,15500000,18,794, Approved
2, Graduate, No,2400000,7700000,6,719, Approved
3, Not Graduate, Yes,2700000,6100000,14,630, Approved
3, Not Graduate, Yes,600000,1800000,4,843, Approved
2, Graduate, No,4600000,15600000,2,764, Approved
3, Graduate, No,7200000,17700000,4,662, Approved
0, Not Graduate, No,4700000,15500000,16,311, Rejected
4, Not Graduate, No,4300000,10100000,2,606, Approved
5, Graduate, No,4700000,10200000,16,874, Approved
4, Not Graduate, Yes,8700000,30000000,4,370, Approved
1, Graduate, No,7000000,20500000,10,414, Rejected
2, Not Graduate, No,600000,1100000,10,800, Approved
1, Not Graduate, No,6800000,16900000,12,779, Approved
1, Not Graduate, No,6400000,14100000,20,553, Approved
4, Not Graduate, No,7600000,29900000,18,445, Rejected
3, Not Graduate, No,9000000,21400000,8,496, Rejected
0, Graduate, Yes,2400000,5900000,10,650, Approved
3, Not Graduate, No,6800000,17900000,6,783, Approved
5, Graduate, Yes,3500000,13500000,10,535, Rejected
4, Graduate, Yes,8900000,34000000,20,415, Rejected
0, Not Graduate, No,6000000,15300000,8,709, Approved
3, Not Graduate, No,700000,2500000,14,819, Approved
0, Not Graduate, Yes,6800000,17300000,18,841, Approved
4, Not Graduate, Yes,5300000,10700000,12,700, Approved
1, Graduate, Yes,1400000,4200000,4,881, Approved
2, Graduate, Yes,1400000,4600000,4,804, Approved
4, Not Graduate, No,9200000,21700000,6,653, Approved
1, Graduate, Yes,7900000,29200000,2,663, Approved
0, Not Graduate, No,4500000,17500000,10,495, Rejected
1, Not Graduate, No,3800000,9800000,8,335, Rejected
5, Graduate, Yes,1500000,4900000,6,618, Approved
3, Not Graduate, No,1200000,2400000,12,480, Rejected
4, Not Graduate, No,1700000,4900000,18,843, Approved
4, Graduate, No,5200000,14100000,16,483, Rejected
1, Not Graduate, No,1600000,5100000,12,548, Rejected
4, Graduate, Yes,6600000,16000000,16,379, Rejected
5, Not Graduate, Yes,9400000,26600000,20,771, Approved
4, Graduate, Yes,300000,500000,2,353, Rejected
5, Not Graduate, No,4600000,11500000,16,668, Approved
3, Not Graduate, Yes,6100000,21300000,2,387, Approved
0, Not Graduate, Yes,1500000,4100000,12,789, Approved
0, Graduate, Yes,400000,900000,2,855, Approved
0, Not Graduate, No,8700000,33600000,14,751, Approved
3, Not Graduate, No,7000000,21600000,12,739, Approved
4, Graduate, No,4700000,13100000,14,492, Rejected
4, Not Graduate, Yes,7600000,23800000,16,896, Approved
1, Not Graduate, Yes,9200000,24500000,4,545, Rejected
5, Not Graduate, No,9400000,36800000,20,891, Approved
0, Graduate, No,4800000,15100000,6,848, Approved
3, Not Graduate, Yes,600000,2400000,12,884, Approved
3, Graduate, Yes,4900000,14300000,14,439, Rejected
3, Graduate, Yes,3300000,8500000,12,586, Approved
3, Graduate, Yes,9100000,18800000,20,308, Rejected
5, Graduate, No,6100000,23500000,16,300, Rejected
3, Graduate, Yes,8400000,19600000,2,741, Approved
4, Graduate, No,7900000,31400000,8,698, Approved
2, Not Graduate, Yes,6100000,22300000,10,733, Approved
3, Not Graduate, Yes,2000000,4200000,16,571, Approved
3, Graduate, Yes,9900000,29900000,20,490, Rejected
2, Not Graduate, No,9500000,25400000,16,451, Rejected
4, Graduate, Yes,1900000,6800000,6,559, Approved
